conf5-3-./batchseries04/batch01-03,.625,-362.83639228,0.825687
conf5-3-./batchseries04/batch01-04,.625,-362.85432525,0.812147
conf5-3-./batchseries04/batch01-05,.625,-362.78069113,0.732351
conf5-3-./batchseries04/batch01-06,.625,-362.69429050,0.760202
conf5-3-./batchseries04/batch01-07,.625,-362.46830018,0.707931
conf5-3-./batchseries04/batch01-08,.625,-362.36074778,0.676277
conf5-3-./batchseries04/batch01-09,.625,-362.70067809,0.727969
conf5-3-./batchseries04/batch01-10,.625,-362.60687225,0.735334
conf5-3-./batchseries05/batch00-01,.625,-362.81940072,0.792327
conf5-3-./batchseries05/batch00-02,.625,-362.83930415,0.785639
conf5-3-./batchseries05/batch00-03,.625,-362.66535529,0.797406
conf5-3-./batchseries05/batch00-04,.625,-362.53444668,0.753589
conf5-3-./batchseries05/batch00-05,.625,-362.53600459,0.722096
conf5-3-./batchseries05/batch00-06,.625,-362.55988779,0.720439
conf5-3-./batchseries05/batch00-07,.625,-362.81479598,0.794612
conf5-3-./batchseries05/batch00-08,.625,-362.88919938,0.823287
conf5-3-./batchseries05/batch00-09,.625,-362.38636385,0.591445
conf5-3-./batchseries05/batch00-10,.625,-362.73610432,0.756289
conf5-3-./batchseries05/batch01-01,.625,-362.80002993,0.816891
conf5-3-./batchseries05/batch01-02,.625,-362.45322080,0.769986
conf5-3-./batchseries05/batch01-03,.625,-362.85716489,0.827458
conf5-3-./batchseries05/batch01-04,.625,-362.77261863,0.789595
conf5-3-./batchseries05/batch01-05,.625,-362.61264432,0.700387
conf5-3-./batchseries05/batch01-06,.625,-362.82645171,0.855213
conf5-3-./batchseries05/batch01-07,.625,-362.76653842,0.800959
conf5-3-./batchseries05/batch01-08,.625,-362.60592745,0.708377
conf5-3-./batchseries05/batch01-09,.625,-362.79354893,0.812133
conf5-3-./batchseries05/batch01-10,.625,-362.62453827,0.699657
conf5-3-./batchseries06/batch00-01,.625,-362.88102121,0.808831
conf5-3-./batchseries06/batch00-02,.625,-362.91926973,0.843982
conf5-3-./batchseries06/batch00-03,.625,-362.92195318,0.857537
conf5-3-./batchseries06/batch00-04,.625,-362.87653733,0.848188
conf5-3-./batchseries06/batch00-05,.625,-362.97851762,0.853877
conf5-3-./batchseries06/batch00-06,.625,-362.83209682,0.827229
conf5-3-./batchseries06/batch00-07,.625,-362.75324555,0.74428
conf5-3-./batchseries06/batch00-08,.625,-362.90226666,0.83565
conf5-3-./batchseries06/batch00-09,.625,-362.66119724,0.743968
conf5-3-./batchseries06/batch00-10,.625,-362.62197936,0.777361
conf5-3-./batchseries06/batch01-01,.625,-362.77823223,0.79311
conf5-3-./batchseries06/batch01-02,.625,-362.41277458,0.642641
conf5-3-./batchseries06/batch01-03,.625,-362.81973254,0.823191
conf5-3-./batchseries06/batch01-04,.625,-362.67343282,0.700158
conf5-3-./batchseries06/batch01-05,.625,-362.52328939,0.678441
conf5-3-./batchseries06/batch01-06,.625,-362.70213867,0.824629
conf5-3-./batchseries06/batch01-07,.625,-362.62231169,0.748915
conf5-3-./batchseries06/batch01-08,.625,-362.72852870,0.7212
conf5-3-./batchseries06/batch01-09,.625,-362.77918694,0.782162
conf5-3-./batchseries06/batch01-10,.625,-362.72286490,0.728245
conf5-3-./batchseries07/batch00-01,.625,-362.89845045,0.854417
conf5-3-./batchseries07/batch00-02,.625,-362.65794736,0.729606
conf5-3-./batchseries07/batch00-03,.625,-362.74457958,0.809817
conf5-3-./batchseries07/batch00-04,.625,-362.37124037,0.696854
conf5-3-./batchseries07/batch00-05,.625,-362.36598091,0.715496
conf5-3-./batchseries07/batch00-06,.625,-362.67794910,0.761162
conf5-3-./batchseries07/batch00-07,.625,-362.64476005,0.723829
conf5-3-./batchseries07/batch00-08,.625,-362.41683561,0.57723
conf5-3-./batchseries07/batch00-09,.625,-362.73883424,0.849853
conf5-3-./batchseries07/batch00-10,.625,-362.93513325,0.84739
conf5-3-./batchseries07/batch01-01,.625,-362.65405982,0.711751
conf5-3-./batchseries07/batch01-02,.625,-362.69581462,0.826629
conf5-3-./batchseries07/batch01-03,.625,-362.38275973,0.578417
conf5-3-./batchseries07/batch01-04,.625,-362.76248569,0.870763
conf5-3-./batchseries07/batch01-05,.625,-362.66339691,0.69334
conf5-3-./batchseries07/batch01-06,.625,-362.74449040,0.845666
conf5-3-./batchseries07/batch01-07,.625,-362.84725312,0.820757
conf5-3-./batchseries07/batch01-08,.625,-362.55741041,0.692595
conf5-3-./batchseries07/batch01-09,.625,-362.60338060,0.724479
conf5-3-./batchseries07/batch01-10,.625,-363.00938012,0.835324
conf5-3-./batchseries08/batch00-01,.625,-362.41480288,0.573807
conf5-3-./batchseries08/batch00-02,.625,-362.90477376,0.833484
conf5-3-./batchseries08/batch00-03,.625,-362.61544076,0.747728
conf5-3-./batchseries08/batch00-04,.625,-362.78239975,0.798173
conf5-3-./batchseries08/batch00-05,.625,-362.55462863,0.753432
conf5-3-./batchseries08/batch00-06,.625,-362.40931994,0.591224
conf5-3-./batchseries08/batch00-07,.625,-362.94016450,0.826183
conf5-3-./batchseries08/batch00-08,.625,-362.61209756,0.738458
conf5-3-./batchseries08/batch00-09,.625,-362.59727108,0.699624
conf5-3-./batchseries08/batch00-10,.625,-362.79092647,0.81634
conf5-3-./batchseries08/batch01-01,.625,-362.66315772,0.748002
conf5-3-./batchseries08/batch01-02,.625,-362.63480145,0.696484
conf5-3-./batchseries08/batch01-03,.625,-362.70017719,0.781546
conf5-3-./batchseries08/batch01-04,.625,-362.52632695,0.763499
conf5-3-./batchseries08/batch01-05,.625,-362.76448519,0.845837
conf5-3-./batchseries08/batch01-06,.625,-362.79398830,0.807073
conf5-3-./batchseries08/batch01-07,.625,-362.56562287,0.773455
conf5-3-./batchseries08/batch01-08,.625,-362.42096912,0.575058
conf5-3-./batchseries08/batch01-09,.625,-362.98584398,0.825991
conf5-3-./batchseries08/batch01-10,.625,-362.79897202,0.792589
conf5-3-./batchseries09/batch00-01,.625,-362.81663704,0.853217
conf5-3-./batchseries09/batch00-02,.625,-362.71473926,0.74135
conf5-3-./batchseries09/batch00-03,.625,-362.76022942,0.797139
conf5-3-./batchseries09/batch00-04,.625,-362.93990067,0.837986
conf5-3-./batchseries09/batch00-05,.625,-362.90400520,0.825907
conf5-3-./batchseries09/batch00-06,.625,-362.91309860,0.841384
conf5-3-./batchseries09/batch00-07,.625,-362.90283320,0.833408
conf5-3-./batchseries09/batch00-08,.625,-362.82295562,0.847906
conf5-3-./batchseries09/batch00-09,.625,-362.74345753,0.810464
conf5-3-./batchseries09/batch00-10,.625,-362.80572264,0.817615
conf5-3-./batchseries09/batch01-01,.625,-362.85051199,0.794209
conf5-3-./batchseries09/batch01-02,.625,-362.71497323,0.718223
conf5-3-./batchseries09/batch01-03,.625,-362.84022967,0.797881
conf5-3-./batchseries09/batch01-04,.625,-362.77073473,0.848291
conf5-3-./batchseries09/batch01-05,.625,-362.54904062,0.676568
conf5-3-./batchseries09/batch01-06,.625,-362.86110501,0.870889
conf5-3-./batchseries09/batch01-07,.625,-362.71920717,0.795398
conf5-3-./batchseries09/batch01-08,.625,-362.80278827,0.856948
conf5-3-./batchseries09/batch01-09,.625,-362.86258239,0.82931
conf5-3-./batchseries09/batch01-10,.625,-362.84079730,0.812616
conf5-3-./batchseries10/batch00-01,.625,-362.89445483,0.793704
conf5-3-./batchseries10/batch00-02,.625,-362.75681572,0.786654
conf5-3-./batchseries10/batch00-03,.625,-362.92345044,0.836585
conf5-3-./batchseries10/batch00-04,.625,-362.71971434,0.730701
conf5-3-./batchseries10/batch00-05,.625,-362.71033828,0.721368
conf5-3-./batchseries10/batch00-06,.625,-362.82479457,0.810482
conf5-3-./batchseries10/batch00-07,.625,-362.78713983,0.83924
conf5-3-./batchseries10/batch00-08,.625,-362.76686823,0.792898
conf5-3-./batchseries10/batch00-09,.625,-362.54066667,0.708722
conf5-3-./batchseries10/batch00-10,.625,-362.73559839,0.790298
conf5-3-./batchseries10/batch01-01,.625,-362.71686028,0.731467
conf5-3-./batchseries10/batch01-02,.625,-362.79715482,0.8387
conf5-3-./batchseries10/batch01-03,.625,-362.81564943,0.807334
conf5-3-./batchseries10/batch01-04,.625,-362.78764198,0.805135
conf5-3-./batchseries10/batch01-05,.625,-362.93067799,0.834277
conf5-3-./batchseries10/batch01-06,.625,-362.83024959,0.843574
conf5-3-./batchseries10/batch01-07,.625,-362.63819189,0.699991
conf5-3-./batchseries10/batch01-08,.625,-362.67828621,0.807257
conf5-3-./batchseries10/batch01-09,.625,-362.52674772,0.69619
conf5-3-./batchseries10/batch01-10,.625,-362.72953696,0.725129
conf5-3-./batchseries11/batch00-01,.625,-362.47312369,0.699727
conf5-3-./batchseries11/batch00-02,.625,-362.70216933,0.808004
conf5-3-./batchseries11/batch00-03,.625,-362.90600287,0.831784
conf5-3-./batchseries11/batch00-04,.625,-362.65012363,0.797102
conf5-3-./batchseries11/batch00-05,.625,-362.87825537,0.844063
conf5-3-./batchseries11/batch00-06,.625,-362.38425378,0.663662
conf5-3-./batchseries11/batch00-07,.625,-362.81763980,0.814169
conf5-3-./batchseries11/batch00-08,.625,-362.77713466,0.806228
conf5-3-./batchseries11/batch00-09,.625,-362.82940843,0.81173
conf5-3-./batchseries11/batch00-10,.625,-362.64946695,0.738165
conf5-3-./batchseries11/batch01-01,.625,-362.73437610,0.829606
conf5-3-./batchseries11/batch01-02,.625,-362.64469147,0.720222
conf5-3-./batchseries11/batch01-03,.625,-362.74442220,0.776959
conf5-3-./batchseries11/batch01-04,.625,-362.83720374,0.790067
conf5-3-./batchseries11/batch01-05,.625,-362.95580244,0.840855
conf5-3-./batchseries11/batch01-06,.625,-362.86219921,0.813011
conf5-3-./batchseries11/batch01-07,.625,-362.78741172,0.824277
conf5-3-./batchseries11/batch01-08,.625,-362.93629110,0.857703
conf5-3-./batchseries11/batch01-09,.625,-362.78926500,0.829307
conf5-3-./batchseries11/batch01-10,.625,-362.91870290,0.839903
conf5-3-./batchseries12/batch00-01,.625,-362.85122917,0.836132
conf5-3-./batchseries12/batch00-02,.625,-362.79749727,0.785776
conf5-3-./batchseries12/batch00-03,.625,-362.73902470,0.789701
conf5-3-./batchseries12/batch00-04,.625,-362.83947337,0.816645
conf5-3-./batchseries12/batch00-05,.625,-362.99275109,0.85318
conf5-3-./batchseries12/batch00-06,.625,-362.50527798,0.7091
conf5-3-./batchseries12/batch00-07,.625,-362.92674552,0.835424
conf5-3-./batchseries12/batch00-08,.625,-362.89161600,0.815025
conf5-3-./batchseries12/batch00-09,.625,-362.77637231,0.728285
